timestamp,nombre,genero,rango_edad,q1_raw,q2_raw,q3_raw,q4_raw,q5_raw,q6_raw,q7_raw,q8_raw,q9_raw,q10_raw,q11_raw,q12_raw,q13_raw,q14_raw,q15_raw,q16_raw,q17_raw,q18_raw,q19_raw,q20_raw,q21_raw,q22_raw,q23_raw,q24_raw,energia_score,percepcion_score,decision_score,estilo_score,tipo_resultante
2026-07-19T01:15:58.762Z,Karen del Rocío González Avalos,Femenino,23-27,4,3,4,4,3,2,4,1,3,3,3,3,2,4,5,2,4,2,4,2,4,3,4,2,2,3,3,5,ESTJ
2026-07-19T01:21:10.374Z,Andrea Villela Chaván,Femenino,18-22,3,1,4,2,3,1,1,2,4,4,5,2,4,1,4,3,4,2,4,5,2,1,5,1,6,2,6,4,ESTJ
2026-07-19T01:28:03.080Z,Perla Montserrat Perez Ramirez,Femenino,18-22,4,3,2,4,1,5,4,2,1,4,2,1,2,4,2,5,2,3,2,3,4,2,2,1,-5,0,-6,2,ISFJ
2026-07-19T01:28:32.131Z,Erika gabriela mejia avalos,Femenino,28-32,3,4,5,5,4,3,2,4,3,4,5,3,4,1,3,3,4,4,2,5,1,1,5,4,0,-1,3,-2,ENTP
2026-07-19T01:33:11.506Z,Luis Gerardo Jaramillo Sanchez,Masculino,18-22,2,1,2,4,2,5,3,3,2,4,2,4,1,4,2,4,4,2,3,1,5,5,5,1,-4,-4,-3,6,INFJ
2026-07-19T01:35:36.976Z,Dulce Alejandra Nuñez Soria,Femenino,18-22,4,1,5,4,4,2,2,3,4,4,2,5,2,5,4,2,4,5,2,5,3,1,2,5,6,-4,-2,-4,ENFP
2026-07-19T01:46:28.818Z,Edgar Ramon Ramirez Rodriguez,Masculino,18-22,4,4,3,1,3,2,4,3,4,3,4,2,5,1,5,2,4,4,5,1,4,2,3,2,3,4,7,7,ESTJ
2026-07-19T02:32:04.462Z,Alvaro Jesus Quintero Martinez,Masculino,23-27,4,2,4,4,3,1,2,4,2,3,1,3,2,1,4,1,3,2,4,5,3,1,4,5,4,-5,5,0,ENTJ
2026-07-20T04:54:51.949Z,Vanessa Arellano Rangel,Femenino,18-22,3,5,2,5,1,5,5,2,5,1,4,1,2,1,5,4,1,1,5,4,5,1,5,2,-9,10,2,8,ISTJ
2026-07-20T05:02:05.108Z,César Enrique Garay García,Masculino,18-22,1,5,3,5,1,5,3,2,5,2,3,4,3,4,3,3,4,4,3,3,4,3,4,2,-10,3,-1,3,ISFJ
2026-07-20T05:06:17.004Z,Ramón Arechar Rojas,Masculino,18-22,3,5,3,5,2,5,4,4,5,5,4,5,2,4,2,4,2,4,5,4,5,2,5,5,-7,-1,-6,4,INFJ
2026-07-20T05:13:25.651Z,Santiago Ronaldo Chávez Piñón,Masculino,18-22,3,4,2,4,1,5,4,2,5,2,4,3,2,2,4,4,4,4,3,3,4,3,5,2,-7,6,0,4,ISTJ
2026-07-20T05:27:20.203Z,Valeria Zavala Mojica,Femenino,18-22,3,5,3,3,2,4,2,3,4,4,3,4,3,4,3,3,3,3,4,2,4,2,3,3,-4,-2,-1,4,INFJ
2026-07-20T05:38:30.205Z,Juan José Pérez Hernández,Masculino,33+,2,1,5,4,1,4,4,3,2,4,4,5,4,2,4,4,4,2,4,4,3,2,3,2,-1,-2,4,2,INTJ
2026-07-20T06:10:15.976Z,Melany Lina,Femenino,18-22,4,3,1,1,1,2,3,2,5,1,3,4,4,3,5,3,4,3,3,3,4,2,5,2,0,4,4,5,ESTJ
2026-07-20T06:36:42.675Z,Janeth Michelle Manzano Trujillo,Femenino,18-22,3,3,3,3,2,5,3,2,5,3,3,3,5,5,3,4,3,3,2,4,3,5,4,5,-3,3,-1,-5,ISFP
2026-07-20T06:50:32.753Z,Ana lugo,Femenino,18-22,2,5,3,5,2,4,4,2,3,2,4,4,3,3,4,4,2,2,3,4,3,4,2,2,-7,3,0,-2,ISTP
2026-07-20T16:00:09.573Z,Juan Diego pardo,Masculino,18-22,4,3,2,2,1,4,4,4,4,4,3,5,4,4,3,4,4,4,4,5,5,5,5,4,-2,-2,-1,0,INFJ
2026-07-20T16:13:01.471Z,Gustavo Cruz Méndez,Masculino,18-22,3,4,3,3,2,3,4,4,5,3,3,2,3,4,4,5,3,3,4,3,3,4,4,2,-2,3,-2,2,ISFJ
2026-07-20T18:43:30.977Z,Cesar Abraham López Aguilar,Masculino,18-22,3,2,3,2,3,5,4,5,5,4,3,4,4,3,3,4,2,4,5,4,4,2,4,3,0,-1,-2,4,ENFJ
2026-07-20T18:54:38.572Z,Miguel Angel Alvarez Ibarra,Masculino,18-22,4,3,4,3,2,5,3,4,4,3,5,3,4,3,4,4,4,4,3,2,4,3,4,2,-1,2,1,4,ISTJ
2026-07-20T18:58:20.671Z,Valeria Rodríguez,Femenino,18-22,1,2,5,2,4,2,4,2,4,2,4,4,2,4,4,4,4,4,5,5,5,1,5,1,4,4,-2,8,ESFJ
2026-07-20T18:58:41.266Z,LUIS MANUEL,Masculino,18-22,3,4,2,5,1,5,3,4,4,3,3,3,1,4,3,5,2,5,4,4,4,2,4,3,-8,0,-8,3,ISFJ
2026-07-20T19:23:11.216Z,Uriel Yáñez Aguayo,Masculino,18-22,4,3,3,5,2,4,4,3,5,2,3,2,3,3,4,2,4,2,3,3,3,4,4,3,-3,5,4,0,ISTJ
2026-07-20T20:42:27.487Z,Rubí Chávez Piñon,Femenino,18-22,3,2,4,2,5,3,3,2,5,3,4,3,3,4,5,2,4,3,5,2,4,1,5,2,5,4,3,9,ESTJ
2026-07-20T21:24:56.881Z,Janittzy Fernanda Ortiz Trujillo,Femenino,18-22,5,3,2,3,5,3,3,2,4,3,2,3,3,2,4,3,3,3,2,2,4,5,2,2,3,1,2,-1,ESTP
2026-07-20T22:05:38.529Z,Brandon Gustavo,Otro,18-22,3,4,3,4,4,3,3,4,4,4,4,4,2,5,4,4,3,4,4,4,3,2,3,3,-1,-1,-4,1,INFJ
2026-07-20T22:20:58.085Z,Zahir Andrés Rodríguez Mora,Masculino,18-22,3,4,5,3,2,2,5,3,4,5,4,4,2,5,5,5,5,5,4,5,3,1,5,1,1,1,-3,5,ESFJ
2026-07-20T23:02:09.634Z,Alan Méndez,Masculino,23-27,3,4,4,4,1,4,4,2,4,3,4,4,3,3,5,3,3,3,4,3,4,2,3,3,-4,3,2,3,ISTJ
2026-07-20T23:23:06.193Z,Berenice Ortega,Femenino,18-22,3,4,1,2,2,4,3,2,4,3,3,2,2,4,4,3,3,3,4,3,4,2,3,2,-4,3,-1,4,ISFJ
2026-07-20T23:33:03.277Z,Hugo Rodríguez Hernández,Masculino,18-22,2,5,4,4,1,5,3,4,4,3,4,5,2,5,2,5,3,4,2,1,4,3,1,1,-7,-1,-7,2,INFJ
2026-07-20T23:39:18.617Z,Brayan Leonel Hernández Díaz,Masculino,18-22,4,4,4,5,3,4,4,3,3,4,3,4,3,4,4,3,5,3,2,3,2,3,4,3,-2,-1,2,-1,INTP
2026-07-20T23:42:58.565Z,Aurora,Femenino,33+,2,5,4,5,1,5,5,4,2,2,5,4,3,3,4,4,3,3,4,4,5,4,3,4,-8,2,0,0,ISTJ
2026-07-21T00:46:59.501Z,Fernanda Vargas,Femenino,18-22,4,4,3,4,1,5,5,3,3,4,4,3,4,3,3,3,4,3,2,2,3,2,5,2,-5,2,2,4,ISTJ
2026-07-21T01:26:17.433Z,Diego Arriaga Morales,Masculino,18-22,5,3,5,5,4,2,3,4,4,2,4,5,1,2,3,1,4,2,3,5,1,5,4,5,4,0,3,-7,ESTP
2026-07-21T01:31:23.103Z,Irving Baruk Largo Aguayo,Masculino,18-22,5,1,3,1,4,4,2,2,2,3,1,4,3,2,5,3,5,3,3,4,5,1,5,4,6,-4,5,4,ENTJ
2026-07-21T01:34:20.641Z,Ivonne Gonzalez Vazquez,Femenino,23-27,3,2,3,4,2,5,1,2,3,2,3,1,3,2,2,4,5,3,5,1,5,2,4,3,-3,2,1,8,ISTJ
2026-07-21T01:34:25.399Z,Mario Santiago Villanueva Guerrero,Masculino,18-22,5,3,5,2,2,4,3,1,3,1,3,3,1,5,3,4,4,2,5,1,5,3,3,2,3,4,-3,7,ESFJ
2026-07-21T01:38:34.267Z,Adriana Guadalupe Camacho Flores,Femenino,18-22,2,4,1,3,2,5,5,2,4,1,3,2,4,1,3,1,4,3,5,2,3,1,5,2,-7,7,6,8,ISTJ
2026-07-21T01:43:37.003Z,María Elena piñón Rodríguez,Femenino,33+,3,5,1,5,2,3,4,3,2,2,4,3,4,3,4,3,4,3,4,3,4,4,4,3,-7,2,3,2,ISTJ
2026-07-21T03:45:32.944Z,Aldo Isaac Rivas Guerra,Masculino,18-22,3,5,1,5,1,5,4,2,4,3,3,4,3,3,2,3,3,4,3,3,2,2,4,5,-10,2,-2,-1,ISFP
2026-07-18T19:09:56.881000+00:00,Antonella Mendez Vega,Femenino,18-22,5,3,1,2,5,4,4,2,5,2,3,4,2,1,4,4,3,2,1,1,3,4,2,3,2,4,2,-2,ESTP
2026-07-15T17:26:34.267000+00:00,Joaquin Gutierrez Reyes,Femenino,18-22,3,3,1,3,2,5,5,2,4,1,2,2,5,1,4,1,5,4,5,1,4,2,4,3,-5,6,8,7,ISTJ
2026-07-14T23:34:42.675000+00:00,Emilio Gonzalez Salazar,Femenino,18-22,3,4,2,3,3,5,4,1,5,3,3,3,5,4,3,3,4,2,1,5,3,5,4,5,-4,5,3,-7,ISTP
2026-07-15T09:22:10.374000+00:00,Emilio Alvarez Ramirez,Femenino,18-22,3,2,5,3,3,1,2,3,3,3,4,1,5,2,4,4,5,1,4,4,3,2,5,1,5,2,7,5,ESTJ
2026-07-18T20:21:06.193000+00:00,Joaquin Navarro Morales,Femenino,18-22,3,5,2,1,1,3,2,3,4,2,2,1,3,5,3,4,3,4,5,2,4,3,2,2,-3,2,-4,4,ISFJ
2026-07-13T07:48:48.826000+00:00,Emilia Vargas Vega,Femenino,18-22,2,5,3,5,2,4,2,4,5,1,3,2,4,3,2,3,4,2,3,3,5,2,5,3,-7,3,2,5,ISTJ
2026-07-15T15:05:04.462000+00:00,Juan Ortiz Castro,Masculino,23-27,5,3,4,4,3,1,1,4,1,2,2,4,3,1,4,1,2,3,5,5,3,1,4,5,4,-6,4,1,ENTJ
2026-07-20T21:33:56.881000+00:00,Paulina Vasquez Castro,Femenino,18-22,5,4,1,2,5,4,2,2,3,4,1,3,4,3,3,4,2,2,3,3,3,5,3,2,1,-3,0,-1,ENTP
2026-07-25T13:09:36.976000+00:00,Sara Hernandez Morales,Femenino,18-22,3,1,5,4,5,3,2,4,3,4,2,4,3,5,4,1,4,5,3,4,3,1,3,4,5,-5,0,0,ENTJ
2026-07-18T16:49:05.108000+00:00,Tomas Moreno Munoz,Masculino,18-22,2,5,2,5,1,5,2,1,5,3,4,3,4,5,3,3,3,3,3,2,3,3,4,1,-10,4,-1,4,ISFJ
2026-07-12T01:41:12.944000+00:00,Matias Medina Lopez,Masculino,18-22,5,3,5,4,4,5,5,1,4,3,5,3,3,5,5,4,5,5,5,3,5,3,5,2,2,7,-1,7,ESFJ
2026-07-19T17:02:12.944000+00:00,Sofia Maldonado Ortiz,Masculino,18-22,4,5,5,3,5,5,5,1,5,2,5,4,2,5,5,3,5,4,5,1,4,3,5,2,1,8,0,8,ESTJ
2026-07-19T15:47:17.004000+00:00,Mateo Herrera Gomez,Masculino,18-22,2,4,2,4,2,5,5,3,5,4,4,5,3,3,2,5,2,4,4,5,4,3,5,4,-7,2,-5,1,ISFJ
2026-07-19T16:07:37.003000+00:00,Mateo Pena Guerrero,Femenino,33+,2,4,2,5,1,2,5,4,1,3,3,2,3,3,3,4,4,4,5,4,3,5,5,4,-6,0,-1,0,ISFJ
2026-07-20T07:06:41.266000+00:00,Camila Rodriguez Navarro,Masculino,18-22,2,3,2,5,1,5,2,3,4,4,2,4,1,5,4,5,2,4,5,5,4,2,5,4,-8,-3,-7,3,INFJ
2026-07-15T13:00:38.529000+00:00,Paulina Soto Castillo,Otro,18-22,2,4,3,3,3,2,2,5,5,5,4,3,3,4,3,4,4,5,3,5,4,1,2,3,-1,-2,-3,0,INFJ
2026-07-16T05:36:17.004000+00:00,Sofia Morales Gomez,Masculino,18-22,4,5,2,5,3,5,5,4,5,4,5,5,2,3,2,4,2,5,5,5,5,1,5,4,-6,2,-6,5,ISFJ
2026-07-16T21:48:40.939000+00:00,Natalia Perez Pena,Masculino,18-22,2,4,1,5,3,5,2,3,4,1,5,5,3,5,4,3,3,2,5,5,1,2,4,2,-8,2,0,1,ISTJ
2026-07-21T12:04:51.949000+00:00,Sebastian Castillo Gonzalez,Femenino,18-22,2,4,2,5,2,5,5,3,5,2,4,2,2,2,5,3,1,2,5,4,4,1,5,3,-8,7,1,6,ISTJ
2026-07-25T03:14:37.003000+00:00,Nicolas Vega Vargas,Femenino,33+,3,5,2,5,3,3,5,2,3,1,5,2,4,4,3,2,3,4,4,3,5,5,5,4,-5,8,0,2,ISTJ
2026-07-12T06:14:20.950000+00:00,Luis Gonzalez Delgado,Masculino,23-27,1,5,4,4,2,4,5,3,5,1,4,5,4,5,1,2,1,5,1,5,2,2,3,5,-6,5,-6,-6,ISFP
2026-07-26T20:43:17.004000+00:00,Paulina Cruz Torres,Masculino,18-22,2,4,4,5,2,4,3,5,5,5,3,4,3,5,3,5,1,5,4,5,4,2,4,5,-5,-3,-8,0,INFJ
2026-07-14T01:02:03.277000+00:00,Santiago Fernandez Navarro,Masculino,18-22,1,4,4,4,1,5,3,4,5,2,5,4,3,5,1,4,4,4,3,2,5,3,1,1,-7,3,-5,3,ISFJ
2026-07-18T11:45:32.753000+00:00,Daniel Munoz Lopez,Femenino,18-22,3,4,3,5,3,3,4,1,3,3,3,5,2,4,4,4,1,3,3,5,4,4,3,2,-3,1,-4,-1,ISFP
2026-07-22T11:58:27.487000+00:00,Ana Gutierrez Silva,Femenino,18-22,4,2,3,2,5,4,3,3,4,3,3,3,2,4,5,1,5,4,4,2,4,1,5,3,4,1,3,7,ESTJ
2026-07-11T07:07:20.950000+00:00,Luciana Rivera Morales,Masculino,23-27,3,5,2,5,2,5,5,3,5,1,5,4,5,5,2,1,2,5,1,5,2,1,2,5,-8,7,-2,-6,ISFP
2026-07-16T16:54:04.462000+00:00,Paulina Delgado Chavez,Masculino,23-27,3,3,3,4,2,1,1,3,3,3,1,2,1,1,5,2,3,3,3,5,2,1,4,5,0,-3,3,-2,ENTP
2026-07-21T00:18:30.977000+00:00,Fernanda Vargas Romero,Masculino,18-22,3,3,3,2,2,5,4,5,4,5,2,3,5,3,3,5,1,5,5,4,5,1,4,2,-2,-3,-4,7,INFJ
2026-07-22T21:47:43.226000+00:00,Andrea Alvarez Moreno,Masculino,18-22,1,5,2,4,1,5,1,4,5,3,2,5,5,5,1,5,2,2,5,5,5,1,5,4,-10,-4,-4,5,INFJ
2026-07-24T14:37:51.949000+00:00,Daniel Delgado Rivera,Femenino,18-22,3,4,2,5,1,5,5,2,5,1,5,1,3,2,4,3,2,1,4,5,5,1,4,1,-8,11,3,6,ISTJ
2026-07-17T10:33:03.277000+00:00,Mateo Guerrero Navarro,Masculino,18-22,2,4,3,4,1,4,4,5,5,4,4,5,2,5,3,5,2,4,1,2,3,2,1,1,-6,-1,-7,0,INFJ
2026-07-24T02:48:25.651000+00:00,Felipe Munoz Ortiz,Masculino,18-22,4,3,2,5,1,5,4,2,5,3,4,3,1,2,3,4,5,5,2,4,5,4,5,3,-6,5,-2,1,ISFJ
2026-07-18T02:10:23.103000+00:00,Ximena Rodriguez Silva,Masculino,18-22,5,1,3,2,5,4,3,2,1,3,2,4,3,3,4,2,5,3,3,5,5,2,5,3,6,-3,4,3,ENTJ
2026-07-15T02:10:30.205000+00:00,Martina Lopez Morales,Masculino,33+,1,1,4,4,1,5,4,4,2,5,5,5,4,2,4,5,5,3,4,4,2,1,2,1,-4,-3,3,2,INTJ
2026-07-19T08:30:09.634000+00:00,Samuel Fernandez Sanchez,Masculino,23-27,4,4,5,5,2,3,3,1,4,2,3,3,3,4,4,2,3,4,3,2,4,3,2,2,-1,4,0,2,ISTJ
2026-07-22T04:24:15.976000+00:00,Luciana Rios Hernandez,Femenino,18-22,4,2,1,2,1,2,4,1,4,2,2,3,3,4,5,3,4,3,4,3,5,2,4,3,0,4,2,5,ESTJ
2026-07-24T09:19:03.080000+00:00,Nicolas Pena Salazar,Femenino,18-22,3,4,3,4,2,5,5,3,1,5,3,2,3,4,2,5,3,2,1,3,4,2,2,1,-5,-1,-3,1,INFJ
2026-07-15T15:43:10.374000+00:00,Emilio Alvarez Flores,Femenino,18-22,3,1,3,3,2,1,1,2,5,3,5,2,4,1,3,3,4,3,3,4,3,1,4,1,3,4,4,4,ESTJ
2026-07-26T20:14:59.501000+00:00,Ximena Ruiz Chavez,Femenino,18-22,4,4,2,3,2,5,5,3,3,3,4,2,4,4,2,4,5,4,3,2,3,3,5,3,-4,4,-1,3,ISFJ
2026-07-20T05:42:25.399000+00:00,Paulina Aguilar Vargas,Masculino,18-22,5,2,4,1,1,4,2,2,3,2,3,3,2,5,3,3,4,1,4,1,5,2,2,1,3,1,0,7,ESTJ
2026-07-20T10:57:03.277000+00:00,Martina Ruiz Ortiz,Masculino,18-22,2,4,5,4,2,4,2,3,3,2,4,4,2,5,2,5,3,4,3,1,4,2,1,1,-3,0,-7,4,ISFJ
2026-07-20T04:30:34.267000+00:00,Sofia Lopez Ruiz,Femenino,18-22,2,3,2,3,1,4,5,2,3,1,4,1,4,1,2,2,3,2,5,3,2,2,5,1,-5,8,4,6,ISTJ
2026-07-21T21:01:40.939000+00:00,Gabriel Ruiz Martinez,Masculino,18-22,2,5,1,5,1,5,3,2,5,3,5,3,4,5,4,4,1,3,4,5,1,1,3,3,-11,5,-3,-1,ISFP
2026-07-23T17:49:11.216000+00:00,Sebastian Moreno Rodriguez,Masculino,18-22,4,2,2,5,3,3,4,2,4,1,4,3,3,4,5,1,4,1,2,2,3,3,5,4,-1,6,6,1,ISTJ
2026-07-21T19:43:25.399000+00:00,Santiago Gonzalez Ortiz,Masculino,18-22,5,2,4,2,3,3,4,2,2,1,3,2,1,5,4,4,4,3,4,1,5,3,3,3,5,4,-3,5,ESFJ
2026-07-14T03:29:04.989000+00:00,Gabriel Acosta Soto,Femenino,18-22,3,3,1,3,5,5,3,5,5,4,1,5,1,3,4,3,2,2,4,3,4,2,4,2,-2,-5,-1,5,INFJ
2026-07-15T16:31:04.462000+00:00,Samantha Aguilar Acosta,Masculino,23-27,4,2,4,5,3,1,1,5,3,3,2,2,1,2,4,2,2,2,5,4,4,2,4,4,3,-4,1,3,ENTJ
2026-07-23T00:26:48.855000+00:00,Alejandro Ruiz Navarro,Femenino,18-22,5,5,5,4,4,5,2,4,5,4,1,3,2,5,1,3,1,4,1,2,4,5,1,4,0,-3,-8,-5,ENFP
2026-07-14T16:06:56.881000+00:00,Joaquin Vega Ortiz,Femenino,18-22,5,4,2,4,5,4,4,3,5,3,1,3,2,3,5,2,2,2,3,2,3,5,3,1,0,1,2,1,ESTJ
2026-07-20T07:59:11.506000+00:00,Sebastian Romero Munoz,Masculino,18-22,3,2,2,4,3,4,4,3,3,3,3,3,1,3,1,5,3,1,4,1,5,5,4,1,-2,1,-4,6,ISFJ
2026-07-23T01:12:22.619000+00:00,Elena Gonzalez Salazar,Otro,18-22,3,3,3,5,2,5,4,4,3,5,2,5,4,3,4,4,3,5,3,3,3,2,5,4,-5,-5,-1,2,INFJ
2026-07-24T18:10:25.651000+00:00,Santiago Alvarez Delgado,Masculino,18-22,3,5,1,5,2,5,4,2,5,2,4,3,3,2,5,4,5,3,4,4,3,3,5,3,-9,6,4,2,ISTJ
2026-07-17T21:20:58.762000+00:00,Pedro Salazar Munoz,Femenino,23-27,4,3,4,4,2,3,3,1,4,2,4,2,2,3,5,1,3,2,3,3,4,4,5,3,0,6,4,2,ESTJ
2026-07-27T02:33:20.641000+00:00,Emilio Aguilar Maldonado,Femenino,23-27,4,1,2,3,2,5,1,1,3,2,4,1,2,2,2,3,5,3,5,1,5,1,5,3,-1,4,1,10,ISTJ
2026-07-22T01:45:48.855000+00:00,Valentina Lopez Vargas,Femenino,18-22,3,5,5,5,4,4,3,5,5,3,2,5,1,3,1,4,2,5,2,2,4,5,2,5,-2,-3,-8,-4,INFP
2026-07-13T13:01:20.203000+00:00,Paulina Gutierrez Reyes,Femenino,18-22,4,5,3,2,2,5,1,3,5,5,2,4,4,5,2,2,2,4,5,2,4,3,4,4,-3,-4,-3,4,INFJ
2026-07-16T04:14:37.003000+00:00,Nicolas Mendoza Gonzalez,Femenino,33+,2,5,1,5,1,2,4,2,2,3,5,2,5,3,4,2,4,4,4,4,3,3,4,4,-8,4,4,0,ISTJ
2026-07-15T14:00:20.950000+00:00,Antonella Vasquez Munoz,Masculino,23-27,2,5,4,5,2,5,5,3,5,1,4,4,5,5,2,2,2,4,1,5,1,1,2,5,-7,6,-2,-7,ISFP
2026-07-16T11:07:28.818000+00:00,Valentina Moreno Vega,Masculino,18-22,4,4,4,2,2,2,3,3,5,3,5,1,5,1,4,1,5,4,4,2,3,1,4,1,2,6,8,7,ESTJ
2026-07-18T20:14:15.976000+00:00,Leonardo Moreno Rios,Femenino,18-22,5,2,1,1,1,3,2,2,5,1,2,4,3,4,5,2,3,4,4,3,5,2,5,3,1,2,1,6,ESTJ
2026-07-17T07:17:59.501000+00:00,Miguel Ramirez Morales,Femenino,18-22,5,5,4,3,1,5,5,4,2,4,3,2,4,2,4,4,4,2,2,3,2,1,5,3,-3,0,4,2,ISTJ
2026-07-17T06:05:04.989000+00:00,Paulina Pena Lopez,Femenino,18-22,4,5,1,1,4,5,4,4,3,4,3,5,1,2,4,4,2,1,3,1,4,3,5,2,-2,-3,0,6,INTJ
2026-07-14T12:37:03.277000+00:00,Fernando Sanchez Aguilar,Masculino,18-22,1,4,5,4,1,5,3,5,3,2,4,5,2,5,3,5,2,5,2,1,5,3,1,1,-6,-2,-8,3,INFJ
2026-07-23T17:15:48.826000+00:00,Mateo Hernandez Acosta,Femenino,18-22,3,4,1,5,2,5,2,2,5,2,5,3,4,5,4,2,4,1,4,1,4,2,5,2,-8,5,4,8,ISTJ
2026-07-24T07:24:59.501000+00:00,Nicolas Rios Pena,Femenino,18-22,5,3,2,5,1,5,5,4,2,3,4,4,5,4,2,3,3,4,3,1,3,1,5,3,-5,0,-1,6,ISFJ
2026-07-16T12:57:20.671000+00:00,Valeria Hernandez Vargas,Femenino,18-22,1,2,4,3,3,2,4,2,4,2,5,5,3,4,3,3,3,3,4,4,5,2,5,2,1,4,-1,6,ESFJ
2026-07-25T00:15:58.762000+00:00,Mateo Hernandez Cruz,Femenino,23-27,5,2,5,3,2,3,3,1,2,4,3,2,3,5,5,3,5,2,3,2,4,3,3,1,4,1,3,4,ESTJ
2026-07-16T12:20:32.131000+00:00,Alejandro Alvarez Ramos,Femenino,28-32,2,3,5,4,4,3,1,5,4,3,4,2,3,1,4,3,5,4,2,4,1,1,4,5,1,-1,4,-3,ENTP
2026-07-22T12:02:41.266000+00:00,Mia Mendoza Diaz,Masculino,18-22,4,4,2,5,2,5,4,5,5,4,4,2,2,3,3,5,1,4,5,5,4,3,3,4,-6,2,-6,0,ISFJ
2026-07-22T22:28:20.641000+00:00,Ximena Romero Gonzalez,Femenino,23-27,4,3,2,3,2,5,1,2,3,2,2,1,3,3,1,5,5,2,5,2,5,1,5,4,-3,1,-1,8,ISFJ
2026-07-16T13:13:38.529000+00:00,Camila Vasquez Silva,Otro,18-22,2,5,4,5,3,3,3,4,4,3,3,4,3,5,3,4,2,4,4,5,4,3,2,4,-4,-1,-5,-2,INFP
2026-07-13T21:18:22.619000+00:00,Ximena Maldonado Maldonado,Otro,18-22,1,3,3,5,4,5,2,4,4,5,4,5,4,2,3,5,2,3,2,4,5,4,3,3,-5,-4,-1,-1,INFP
2026-07-14T08:47:20.950000+00:00,Nicolas Sanchez Gonzalez,Masculino,23-27,1,5,2,5,3,5,5,2,5,3,4,4,4,4,1,2,1,4,1,5,1,2,1,5,-9,5,-4,-9,ISFP
2026-07-22T07:20:15.831000+00:00,Joaquin Martinez Maldonado,Masculino,18-22,1,4,3,5,1,5,3,3,3,5,5,3,1,5,3,5,5,5,1,3,3,3,2,5,-9,0,-6,-5,ISFP
2026-07-22T03:41:32.944000+00:00,Mia Reyes Ramirez,Masculino,18-22,2,4,1,5,2,5,4,2,3,2,2,4,2,2,3,3,4,5,4,4,3,3,5,4,-9,1,-1,1,ISFJ
2026-07-24T09:02:09.634000+00:00,Sebastian Herrera Morales,Masculino,23-27,4,5,4,3,1,4,4,2,4,2,4,5,2,3,5,2,2,4,4,3,5,2,4,2,-3,3,0,6,ISTJ
